FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterMax;HeightMin;DiameterMin;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
214;1.000.011.506.330.000.000.000.000.000.000.000;8436;Adela Sobotkova;2017-09-25 10:03:30.409 GMT;Adela Sobotkova;2017-09-25 10:03:30 GMT;8436;Extinct Burial Mound;Legacy verification;next to road under power lines, potentially there''s a second one further to E, equal size;Annual agriculture;Annual agriculture;Hilltop;42.453.257.462.300.000;26.572.606.701.400.000;4.700.191.350.999.990.000.000;46.485.657.169.838;3.0;0; ;Northeast;#617-618;files/app/5929a767-4e24-43c9-8dce-eecab1755dd1_image-1506333842271.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000;very sprawling mound; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1181;1,00E+18;204050;Briana Barton;2017-09-21 10:37:24.768 GMT;Briana Barton;2017-09-21 10:37:24 GMT;204050;Briana Barton;2017-09-21 13:37:15+03:00;424.537.181.794.766;265.731.804.014.655;470.024.227.112.137;464.904.002.866.802; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8436;30;265.725.994;424.533.005
215;1.000.011.506.350.000.000.000.000.000.000.000;8437;Adela Sobotkova;2017-09-25 14:01:51.000 GMT;Adela Sobotkova;2017-09-25 14:02:13 GMT;8437;Extinct Burial Mound;Survey;next to road under power lines, second of two;Annual agriculture;Annual agriculture;Hilltop;42.453.257.462.300.000;26.572.606.701.400.000;4.700.191.350.999.990.000.000;46.485.657.169.840; ;0; ;Northeast;#618;files/server/776b923f-f2c7-41cc-a15f-52b44effe76f_8436_8437_Overview_01.original.jpg;0;20; ; ; ;0.000000000000000;0.000000000000000;very sprawling mound; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.725.994;424.533.005
216;1.000.021.505.720.000.000.000.000.000.000.000;9071;Bara Weissova;2017-09-18 06:29:12.587 GMT;Bara Weissova;2017-09-18 06:44:57 GMT;9071;Burial Mound;Legacy verification;elevation marker on top;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.278.334.083.899.900;26.249.639.910.900.000;4.680.952.652.999.990.000.000;438.128.334.307.122;3.0;74; ;West; ;files/app/17ad15dc-bdc0-4ed4-8609-ed74ba18b184_image-1505716400139.original.jpg;0;50; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Construction; ;3 - impaired;Other (specify in Annotation) (building activities);Unknown;01,irregular,40,5,0.5, shallow trench all over E part of mound; ;files/app/0fc9ed59-aef1-49e3-b000-298bc224b5e8_image-1505716950434.original.jpg - files/app/50caebac-52d6-4bdb-baba-0947a3262f0b_image-1505717081828.original.jpg;2892; ; ;Bara Weissova;03-08-2018; ; ; ; ; ; ; ; ; ; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;03-08-2018;163.4; ; ; ;9071;top;262.495.995;422.783.012
217;1.000.021.505.710.000.000.000.000.000.000.000;9338;Bara Weissova;2017-09-18 05:43:05.293 GMT;Bara Weissova;2017-09-18 05:43:05 GMT;9338;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.309.344.234.500.000;26.256.727.516.400.000;4.684.390.753.999.990.000.000;438.742.812.742.472;3.0;73; ;North; ;files/app/183d3538-8678-47ce-a1f7-c4e01805b75c_image-1505713572818.original.jpg;0;50; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1983;1,00E+18;204743;Briana Barton;2017-09-23 06:57:42.085 GMT;Briana Barton;2017-09-23 06:57:42 GMT;204743;Briana Barton;2017-09-23 09:57:31+03:00;423.089.837.284.844;262.562.056.331.528;46.843.511.011.145;438.699.451.422.055; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;23-09-2017; ; ; ; ;9338;40;262.567.005;423.092.995
218;1.000.031.505.880.000.000.000.000.000.000.000;9400;Vera Dolezalkova;2017-09-20 04:54:16.610 GMT;Vera Dolezalkova;2017-09-20 05:06:15 GMT;9400;Burial Mound;Legacy verification;Kochomova mogila;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.445.284.357.200.000;26.277.565.440.099.900;4.699.470.352.000.000.000.000;440.588.476.280.998;3.0;146;158.3;East;photos 6,7;files/app/968e28ff-7344-452b-a8c9-b16fa7c35ac8_image-1505884193996.original.jpg;0;55; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1735;1,00E+18;202885;Stephanie Black;2017-09-21 14:21:58.683 GMT;Stephanie Black;2017-09-21 14:21:58 GMT;202885;Stephanie Black;2017-09-21 17:21:45+03:00;424.450.287.918.666;262.774.583.717.727;469.944.204.910.869;440.579.429.631.892; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;9400;top;262.775.993;424.453.011
219;1.000.031.505.100.000.000.000.000.000.000.000;9515;Vera Dolezalkova;2017-09-11 04:19:50.222 GMT;Vera Dolezalkova;2017-09-11 04:19:50 GMT;9515;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.400.773.402.299.900;26.221.502.908.700.000;4.694.568.701.999.990.000.000;435.932.679.834.661;3.0;24;206.8;North;Photo #1;files/app/04f0fd6d-1668-4cf8-a3d1-f183a52800e8_image-1505103862591.original.jpg;0;40;1.4;42; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1092;1,00E+18;202693;Stephanie Black;2017-09-21 10:08:27.623 GMT;Stephanie Black;2017-09-21 10:08:27 GMT;202693;Stephanie Black;2017-09-21 13:08:16+03:00;424.008.673.468.287;262.216.637.755.095;469.457.901.162.717;435.946.014.191.751; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;9515;top;262.215.004;424.007.988
220;1.000.031.505.100.000.000.000.000.000.000.000;9516;Vera Dolezalkova;2017-09-11 04:41:05.001 GMT;Vera Dolezalkova;2017-09-11 13:07:09 GMT;9516;Uncertain Mound;Survey;very flat and hidden in a scrub, limestones spread within the scrub;Annual agriculture;Scrub;Valley Bottom or Plain;42.404.933.263.700.000;26.230.258.704.499.900;4.695.024.036.999.990.000.000;436.657.437.044.613;3.0;25; ;East;bigger limestone holders 15cm max spread around in scrub;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;1.000.031.505.120.000.000.000.000.000.000.000;9528;Vera Dolezalkova;2017-09-11 08:56:35.553 GMT;Vera Dolezalkova;2017-09-11 08:58:44 GMT;9528;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.407.467.095.100.000;26.197.378.225.100.000;4.695.330.427.000.000.000.000;433.954.320.907.566;3.0;37; ;South;photo #66-69;files/app/13b7bf8c-a071-42e6-9da6-a1fe11db1821_image-1505120261352.original.jpg;0;40;1.7;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good; ; ;[01,rectangular,5,2.5,1.5,east-west cut into east half]; ;files/app/f1d94158-cf65-4832-bb98-d44218d0fcca_image-1505120313942.original.jpg;1053;1,00E+18;202676;Stephanie Black;2017-09-21 10:00:40.986 GMT;Stephanie Black;2017-09-21 10:00:40 GMT;202676;Stephanie Black;2017-09-21 13:00:26+03:00;42.407.383.536.467;261.970.601.075.809;469.532.139.637.898;433.928.055.980.615; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;9528;10;261.973.991;424.075.012
222;1.000.031.505.120.000.000.000.000.000.000.000;9529;Vera Dolezalkova;2017-09-11 09:03:45.324 GMT;Vera Dolezalkova;2017-09-11 09:09:18 GMT;9529;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Hilltop;42.407.386.657.000.000;26.198.429.746.500.000;4.695.320.678.999.990.000.000;434.040.764.137.306;96.0;38; ;East;northeast of mound rectangular Robbers trench;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;1.000.031.505.120.000.000.000.000.000.000.000;9530;Vera Dolezalkova;2017-09-11 09:13:28.236 GMT;Vera Dolezalkova;2017-09-11 09:22:16 GMT;9530;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.405.176.530.699.900;26.199.122.006.000.000;4.695.074.734.000.000.000.000;434.095.415.317.304;3.0;39; ;South;photo #77-85;files/app/49988176-bb77-4205-a04f-c3c347832f17_image-1505121273169.original.jpg;4;42;3.8;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Unknown;"[01,irregular,18,10,2.5,cut in almost whole profile of the mound in ne quarter;02,trench,20,1,1,trench through the whole mound in upper west part;03,rectangular,1.2,1,1,for all Robbers trenches see drawing]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;1.000.031.505.120.000.000.000.000.000.000.000;9531;Vera Dolezalkova;2017-09-11 09:30:14.148 GMT;Adela Sobotkova;2017-09-18 15:47:34 GMT;9531;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.401.847.938.600.000;26.205.508.886.299.900;4.694.700.200.000.000.000.000;43.461.754.120.856;3.0;40; ;South; ;files/app/6cb8960f-ab6b-486a-b2e7-9285b1ebca4e_image-1505122335886.original.jpg;0;19;0.6;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting; ;4 - minimal;Looting;Unknown;[01,irregular,8,4,0.5]; ;files/app/389b6e01-9b0a-4cc9-9ae1-6cadddf2a246_image-1505122406574.original.jpg - files/app/c9484273-d37b-46bf-b3b4-4280c1f03805_image-1505122422853.original.jpg;1100;1,00E+18;202697;Stephanie Black;2017-09-21 10:10:25.481 GMT;Stephanie Black;2017-09-21 10:10:25 GMT;202697;Stephanie Black;2017-09-21 13:10:13+03:00;424.017.220.164.304;262.055.306.307.615;469.468.620.099.896;434.619.199.932.117; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;9531;top;262.054.996;424.017.982
225;1.000.031.505.450.000.000.000.000.000.000.000;9586;Vera Dolezalkova;2017-09-15 05:30:47.418 GMT;Vera Dolezalkova;2017-09-15 05:38:31 GMT;9586;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.318.143.554.700.000;26.614.851.905.999.900;4.685.172.139.000.000.000.000;468.262.303.824.041;3.0;93;173.9;North;photo #1-2;files/app/cffbc5b7-0fc6-467f-915f-238686cb70f0_image-1505454051695.original.jpg;7;45;6;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;[01, rectangular, 1.5, 1, 0.5, 3 animal holes]; ;files/app/a82f5032-7b94-4769-9ce3-7a1821169ed4_image-1505453885221.original.jpg - files/app/e0c9ab2e-b92c-4e8f-ad13-ef9d94c7a7ff_image-1505453678716.original.jpg;1531;1,00E+18;204602;Isaac Roberts;2017-09-21 13:04:27.593 GMT;Isaac Roberts;2017-09-21 13:04:27 GMT;204602;Isaac Roberts;2017-09-21 16:04:17+03:00;42.317.133.477.736;266.142.803.256.561;468.506.019.822.163;468.214.694.995.138; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;9586;85;266.149.006;423.181.000
226;1.000.031.505.450.000.000.000.000.000.000.000;9587;Vera Dolezalkova;2017-09-15 05:46:10.754 GMT;Vera Dolezalkova;2017-09-15 05:46:10 GMT;9587;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Lower slope;42.318.831.484.599.900;26.615.196.417.700.000;4.685.248.394.999.990.000.000;468.291.038.352.461;3.0;94; ;East;photo #3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;1.000.031.505.450.000.000.000.000.000.000.000;9588;Vera Dolezalkova;2017-09-15 05:55:37.712 GMT;Vera Dolezalkova;2017-09-15 06:10:12 GMT;9588;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.316.301.906.400.000;26.613.226.692.800.000;4.684.968.258.999.990.000.000;468.127.450.421.332;3.0;95; ;South;photo # 4-8;files/app/0e325680-d5ea-424b-8611-1a6a84e8b2d3_image-1505455699384.original.jpg;7;45; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;3 - impaired;Looting;Unknown;"[01, oval, 3.5, 3,1; 02, oval, 3.5, 3, 1; 03, rectangular, 3, 2.5, 0.8; 04, oval, 4, 3.5, 1, all RT shallow]"; ;files/app/02e80851-60e8-41a2-9758-f4143fe043b0_image-1505455104333.original.jpg - files/app/13258484-7a53-4df8-a52e-34ab275c37c2_image-1505455795117.original.jpg - files/app/2c76a282-33fb-4d56-863f-8c54b6eeefba_image-1505455484105.original.jpg - files/ap;1528;1,00E+18;204601;Isaac Roberts;2017-09-21 13:04:04.408 GMT;Isaac Roberts;2017-09-21 13:04:04 GMT;204601;Isaac Roberts;2017-09-21 16:03:53+03:00;423.159.616.940.678;266.132.161.019.026;468.493.048.695.939;468.126.405.983.359; ;Mound;Hairy brown circle;TopomapRU 1:50k;6;Y;21-09-2017; ; ; ; ;9588;top;266.131.992;423.162.994
228;1.000.031.505.460.000.000.000.000.000.000.000;9589;Vera Dolezalkova;2017-09-15 06:14:07.697 GMT;Vera Dolezalkova;2017-09-15 06:14:07 GMT;9589;Burial Mound;Survey; ;Pasture (grassland);Pasture (grassland);Lower slope;42.315.218.993.800.000;26.612.290.905.199.900;4.684.848.367.999.990.000.000;468.049.787.759.319;3.0;96; ;Southwest;photo #9;files/app/c433177a-8603-492f-b3e1-3a3ac605e12f_image-1505456156088.original.jpg;1;15; ;13; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Natural; ;3 - impaired;Unknown;Unknown; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.123.009;423.152.008
229;1.000.031.505.460.000.000.000.000.000.000.000;9590;Vera Dolezalkova;2017-09-15 06:16:50.276 GMT;Vera Dolezalkova;2017-09-15 06:16:50 GMT;9590;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Lower slope;42.314.616.652.300.000;26.611.977.689.200.000;4.684.781.604.000.000.000.000;468.023.671.395.031;3.0;97; ;South;photo #10;files/app/e66659c2-88e2-4dc2-bdd8-4a65e8e082ea_image-1505456415441.original.jpg;0;19; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Natural; ;3 - impaired;Unknown;Unknown; ; ; ;1524;1,00E+18;204600;Isaac Roberts;2017-09-21 13:03:32.803 GMT;Isaac Roberts;2017-09-21 13:03:32 GMT;204600;Isaac Roberts;2017-09-21 16:03:20+03:00;4.231.496.817.758;266.106.583.505.719;468.482.113.272.058;467.915.125.101.393; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;9590;100;266.119.995;423.146.019
230;1.000.031.505.460.000.000.000.000.000.000.000;9591;Vera Dolezalkova;2017-09-15 06:40:12.497 GMT;Vera Dolezalkova;2017-09-15 06:40:12 GMT;9591;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.308.799.696.999.900;26.608.582.750.499.900;4.684.136.998.999.990.000.000;46.774.092.894.249;3.0;98; ;East;photo 11;files/app/e0a80319-806a-4844-90e3-3a8c218d97bb_image-1505457685430.original.jpg;0;20; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.086.006;423.087.997
231;1.000.031.505.460.000.000.000.000.000.000.000;9592;Vera Dolezalkova;2017-09-15 06:46:11.746 GMT;Vera Dolezalkova;2017-09-15 06:46:11 GMT;9592;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Upper slope;42.306.301.934.700.000;26.608.561.353.700.000;4.683.859.667.999.990.000.000;467.737.890.101.325;3.0;99; ;South;photo 12;files/app/01ab0feb-697b-4ea5-9a4f-fb2859ee3279_image-1505458102466.original.jpg;0;18; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.086.006;423.063.011
232;1.000.031.505.460.000.000.000.000.000.000.000;9593;Vera Dolezalkova;2017-09-15 06:51:01.756 GMT;Vera Dolezalkova;2017-09-15 06:51:01 GMT;9593;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.305.447.091.399.900;26.608.605.020.599.900;4.683.764.734.000.000.000.000;467.741.052.669.418;3.0;100; ;South;photo 13, white limestones scattered around the top of the mound;files/app/b9f204dc-481e-4ff5-bfa8-fafd4f6c2a85_image-1505458473621.original.jpg;0;16; ;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.086.006;423.054.008
233;1.000.031.505.460.000.000.000.000.000.000.000;9594;Vera Dolezalkova;2017-09-15 06:55:58.672 GMT;Vera Dolezalkova;2017-09-15 06:55:58 GMT;9594;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.305.146.665.199.900;26.608.724.363.200.000;4.683.731.331.000.000.000.000;467.750.735.617.005;3.0;101; ;South;photo 14;files/app/4b935be7-9d7d-4d7d-8c37-1d125fd4dac6_image-1505458662101.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.086.998;423.050.995
234;1.000.031.505.460.000.000.000.000.000.000.000;9595;Vera Dolezalkova;2017-09-15 06:58:37.170 GMT;Vera Dolezalkova;2017-09-15 06:58:37 GMT;9595;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.305.127.008.900.000;26.608.285.466.200.000;4.683.729.315.000.000.000.000;467.714.551.262.703;3.0;102; ;West;photo 15;files/app/a29136c1-5cb4-414a-b2dd-d72164fb4962_image-1505458829447.original.jpg;0;14; ;14; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1443;1,00E+18;204578;Isaac Roberts;2017-09-21 12:40:26.433 GMT;Isaac Roberts;2017-09-21 12:40:26 GMT;204578;Isaac Roberts;2017-09-21 15:40:14+03:00;423.049.190.218.618;266.084.059.081.741;468.370.617.509.685;467.724.371.973.813; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;9595;top;266.082.993;423.050.995
235;1.000.031.505.460.000.000.000.000.000.000.000;9596;Vera Dolezalkova;2017-09-15 07:01:16.265 GMT;Vera Dolezalkova;2017-09-15 07:01:16 GMT;9596;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.304.542.236.200.000;26.607.990.400.799.900;4.683.664.496.000.000.000.000;467.689.932.668.015;3.0;103; ;South;photo 16;files/app/ac4ad0d1-4432-4f68-a2b2-323addd722e9_image-1505458984769.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.079.998;423.045.006
236;1.000.031.505.460.000.000.000.000.000.000.000;9597;Vera Dolezalkova;2017-09-15 07:25:00.291 GMT;Vera Dolezalkova;2017-09-15 07:25:00 GMT;9597;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Upper slope;42.312.586.676.400.000;26.610.593.941.800.000;4.684.556.727.000.000.000.000;467.908.607.428.483;3.0;104; ;South;photo #17;files/app/6a235d48-e05f-469f-b703-de15fe51ddcf_image-1505460494100.original.jpg;0;24; ;24; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1522;1,00E+18;204599;Isaac Roberts;2017-09-21 13:03:14.658 GMT;Isaac Roberts;2017-09-21 13:03:14 GMT;204599;Isaac Roberts;2017-09-21 16:02:59+03:00;423.120.652.326.058;266.101.336.011.065;468.449.900.163.601;467.870.404.967.071; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21-09-2017; ; ; ; ;9597;40;266.105.995;423.125.992
237;1.000.031.505.460.000.000.000.000.000.000.000;9598;Vera Dolezalkova;2017-09-15 07:35:08.706 GMT;Vera Dolezalkova;2017-09-15 07:35:08 GMT;9598;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.313.396.157.600.000;26.606.636.139.700.000;4.684.648.106.999.990.000.000;467.582.855.420.979;3.0;105; ;Northeast;photo 18;files/app/fa537e9b-89b6-44b0-9661-ea239f1e649d_image-1505461033101.original.jpg;0;19; ;18; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;266.065.998;423.134.003
238;1.000.031.505.460.000.000.000.000.000.000.000;9599;Vera Dolezalkova;2017-09-15 07:41:57.150 GMT;Vera Dolezalkova;2017-09-15 07:44:34 GMT;9599;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Lower slope;42.313.680.840.600.000;26.605.820.169.899.900;4.684.680.027.999.990.000.000;467.515.757.580.063;3.0;106; ;Northeast; ;files/app/97bfdf26-6e4f-4c25-8142-0b50fd283f41_image-1505461650221.original.jpg;5;29; ;29; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting; ;3 - impaired;Looting;Unknown;[01,irregular, 6,3,1.5,brush in the circle around the mound]; ;files/app/3f96dd22-8d52-4d43-bb18-f43d7b92295d_image-1505461417963.original.jpg - files/app/6f810dc7-7e67-4c7a-8866-dd8a47ceb7fa_image-1505461458066.original.jpg;1438;1,00E+18;204577;Isaac Roberts;2017-09-21 12:39:27.221 GMT;Isaac Roberts;2017-09-21 12:39:27 GMT;204577;Isaac Roberts;2017-09-21 15:39:11+03:00;423.134.093.024.813;266.055.541.869.424;468.464.997.954.534;46.749.369.824.148; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;9599;10;266.058.006;423.137.016
239;1.000.031.505.460.000.000.000.000.000.000.000;9600;Vera Dolezalkova;2017-09-15 08:08:02.774 GMT;Vera Dolezalkova;2017-09-15 08:08:02 GMT;9600;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.317.795.876.399.900;26.602.269.206.500.000;4.685.138.303.999.990.000.000;46.722.525.861.949;3.0;107; ;West;photo #22;files/app/4a39df0e-d62a-4052-99f2-9f2994b10bac_image-1505463043836.original.jpg;0;17; ;17; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last year; ; ; ;1431;1,00E+18;204576;Isaac Roberts;2017-09-21 12:38:24.296 GMT;Isaac Roberts;2017-09-21 12:38:24 GMT;204576;Isaac Roberts;2017-09-21 15:38:10+03:00;423.183.006.684.745;266.017.469.962.935;468.519.455.467.741;467.182.488.461.185; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;9600;50;266.023.006;423.177.986
240;1.000.031.505.460.000.000.000.000.000.000.000;9601;Vera Dolezalkova;2017-09-15 08:20:10.296 GMT;Vera Dolezalkova;2017-09-15 08:22:44 GMT;9601;Burial Mound;Legacy verification; ;Annual agriculture;Pasture (grassland);Valley Bottom or Plain;42.319.757.404.000.000;26.598.253.797.000.000;4.685.357.656.999.990.000.000;466.895.399.138.865;3.0;108; ;West;photo #23-24;files/app/a4bce1b9-548e-4b83-85d8-f63eabaa991c_image-1505463954839.original.jpg;0;24; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Looting;animal activity;3 - impaired;Animal activity;Unknown;[01, oval, 3, 2.5, 0.5, north half of mound]; ;files/app/a33d059d-6c05-4f7c-9f34-22932c1a0e07_image-1505463742093.original.jpg;1423;1,00E+18;204573;Isaac Roberts;2017-09-21 12:36:59.626 GMT;Isaac Roberts;2017-09-21 12:36:59 GMT;204573;Isaac Roberts;2017-09-21 15:36:47+03:00;423.194.408.403.049;265.981.607.536.176;468.532.254.318.306;466.887.566.210.526; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;9601;10;265.983.009;423.198.013
241;1.000.031.505.460.000.000.000.000.000.000.000;9602;Vera Dolezalkova;2017-09-15 08:27:30.133 GMT;Vera Dolezalkova;2017-09-15 08:27:30 GMT;9602;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.319.808.352.499.900;26.598.781.631.700.000;4.685.363.109.000.000.000.000;466.938.920.392.885;3.0;109; ;North;photo #25;files/app/1f3483ba-3da5-4056-b760-451d9e0552d0_image-1505464131026.original.jpg;0;15; ;15; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1426;1,00E+18;204574;Isaac Roberts;2017-09-21 12:37:24.116 GMT;Isaac Roberts;2017-09-21 12:37:24 GMT;204574;Isaac Roberts;2017-09-21 15:37:13+03:00;423.191.101.580.012;265.990.666.544.227;468.528.547.368.062;4.669.620.415.503; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;9602;50;265.988.007;423.198.013
